Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
136,2,2,1217,9,USED_LIZARD,false,0,0,0,10,0,,,13,16,277
137,2,3,1225,9,TURNING_RIGHT,false,0,0,1,10,0,,,13,16,281
138,2,3,1240,15,USED_BOOST,true,5,0,0,10,0,,,14,16,289
139,2,3,1255,15,USED_OIL,true,4,0,0,10,0,,,14,16,297
140,2,3,1270,15,USED_OIL,true,3,0,0,9,0,,,15,16,305
141,2,3,1285,15,USED_OIL,true,2,0,0,9,0,,,15,16,313
142,2,2,1299,15,TURNING_LEFT,true,1,0,0,9,0,,,15,16,313
143,2,1,1307,9,TURNING_LEFT,false,0,0,0,9,0,,,15,16,313
144,2,1,1316,9,ACCELERATING,false,0,0,0,9,0,,,15,16,313
145,2,1,1325,9,ACCELERATING,false,0,0,1,9,0,,,15,16,317
146,2,1,1340,15,USED_BOOST,true,5,0,0,9,0,,,15,16,321
147,2,1,1355,15,USED_OIL,true,4,0,0,8,1,,,15,17,333
148,2,1,1370,15,USED_LIZARD,true,3,0,0,8,0,,,15,17,333
149,2,2,1384,9,HIT_MUD,false,0,1,0,8,0,,,15,17,330
150,2,2,1384,9,FIXED_CAR,false,0,0,0,8,0,,,15,17,330
151,2,2,1393,9,ACCELERATING,false,0,0,0,8,0,,,15,17,330
152,2,2,1402,9,ACCELERATING,false,0,0,0,8,0,,,15,17,330
153,2,1,1410,9,TURNING_LEFT,false,0,0,2,8,0,,,15,17,338
154,2,1,1425,15,USED_BOOST,true,5,0,1,8,0,,,16,17,346
155,2,2,1439,9,HIT_MUD,false,0,1,1,8,0,,,16,17,343
156,2,2,1439,9,FIXED_CAR,false,0,0,1,8,0,,,16,17,343
157,2,2,1454,3,HIT_WALL,false,0,2,0,8,0,,,16,18,346
158,2,2,1460,6,ACCELERATING,false,0,2,0,8,0,,,16,18,346
159,2,2,1468,8,ACCELERATING,false,0,2,0,8,0,,,16,18,346
160,2,2,1468,8,FIXED_CAR,false,0,0,0,8,0,,,16,18,346
161,2,2,1477,9,ACCELERATING,false,0,0,0,8,1,,,16,18,350
162,2,2,1486,9,USED_LIZARD,false,0,0,0,8,0,,,16,18,350
163,2,1,1494,9,TURNING_LEFT,false,0,0,0,8,0,,,16,18,350
