Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
30,1,4,224,8,USED_LIZARD,false,0,0,3,3,0,2,64,1,1,41
31,1,4,232,8,USED_TWEET,false,0,0,3,3,0,2,286,0,1,45
32,1,4,241,9,ACCELERATING,false,0,0,3,3,0,2,286,0,1,45
33,1,4,256,3,HIT_WALL,false,0,3,2,4,0,2,286,0,1,45
34,1,3,258,3,TURNING_LEFT,false,0,3,2,4,0,2,286,0,1,45
35,1,2,260,3,TURNING_LEFT,false,0,3,2,4,0,2,286,0,1,45
36,1,2,266,6,ACCELERATING,false,0,3,3,4,0,2,286,0,1,49
37,1,2,266,6,FIXED_CAR,false,0,1,3,4,0,2,286,0,1,49
38,1,3,271,3,HIT_MUD,false,0,2,3,4,0,2,286,0,1,46
39,1,3,277,6,ACCELERATING,false,0,2,3,4,0,2,286,0,1,46
40,1,2,282,6,TURNING_LEFT,false,0,2,3,4,0,2,286,0,1,46
41,1,1,287,6,TURNING_LEFT,false,0,2,3,4,0,2,286,0,1,46
42,1,1,295,8,ACCELERATING,false,0,2,3,4,0,2,286,0,1,46
43,1,1,295,8,FIXED_CAR,false,0,0,3,4,0,2,286,0,1,46
44,1,1,304,9,ACCELERATING,false,0,0,3,4,0,2,286,0,1,46
45,1,1,313,9,ACCELERATING,false,0,0,3,4,0,2,286,0,1,46
46,1,1,328,3,HIT_WALL,false,0,3,2,4,0,2,286,0,1,42
47,1,2,330,3,TURNING_RIGHT,false,0,3,2,4,0,2,286,0,1,42
48,1,2,336,6,ACCELERATING,false,0,3,2,5,0,2,286,0,1,46
49,1,2,336,6,FIXED_CAR,false,0,1,2,5,0,2,286,0,1,46
50,1,3,341,6,TURNING_RIGHT,false,0,1,2,5,0,2,286,0,1,46
51,1,3,349,8,ACCELERATING,false,0,1,2,5,0,2,286,1,1,50
52,1,3,357,8,USED_TWEET,false,0,1,3,5,0,2,563,0,1,58
53,1,3,366,9,ACCELERATING,false,0,1,3,5,0,2,563,0,1,58
54,1,2,374,9,TURNING_LEFT,false,0,1,3,5,0,2,563,0,1,58
55,1,2,383,9,ACCELERATING,false,0,1,3,5,0,2,563,0,1,58
56,1,3,391,9,TURNING_RIGHT,false,0,1,4,5,0,2,563,0,1,62
57,1,4,399,9,TURNING_RIGHT,false,0,1,4,5,0,2,563,0,1,62
58,1,4,408,9,ACCELERATING,false,0,1,4,6,0,2,563,0,1,66
59,1,3,416,9,TURNING_LEFT,false,0,1,5,6,0,2,563,0,1,70
60,1,4,424,9,TURNING_RIGHT,false,0,1,5,6,0,2,563,0,1,70
61,1,4,433,9,ACCELERATING,false,0,1,5,6,0,2,563,0,2,74
62,1,4,442,9,ACCELERATING,false,0,1,5,6,0,2,563,0,3,78
63,1,4,451,9,ACCELERATING,false,0,1,5,6,0,2,563,1,3,82
64,1,4,460,6,HIT_MUD,false,0,3,5,6,0,2,719,0,3,80
65,1,4,460,6,FIXED_CAR,false,0,1,5,6,0,2,719,0,3,80
66,1,3,465,6,TURNING_LEFT,false,0,1,5,6,0,2,719,0,3,80
67,1,2,470,6,TURNING_LEFT,false,0,1,5,6,0,2,719,0,3,80
68,1,2,478,8,ACCELERATING,false,0,1,5,6,0,2,719,0,3,80
69,1,1,485,6,HIT_MUD,false,0,2,5,7,0,2,719,0,3,81
70,1,1,493,8,ACCELERATING,false,0,2,5,7,0,2,719,0,3,81
71,1,1,493,8,FIXED_CAR,false,0,0,5,7,0,2,719,0,3,81
72,1,1,502,9,ACCELERATING,false,0,0,5,7,0,2,719,0,3,81
73,1,1,511,9,ACCELERATING,false,0,0,5,7,0,2,719,0,4,85
74,1,2,519,9,TURNING_RIGHT,false,0,0,6,8,0,2,719,0,5,97
75,1,3,527,9,TURNING_RIGHT,false,0,0,7,8,0,2,719,0,5,101
76,1,3,536,8,HIT_MUD,false,0,1,7,8,1,2,719,1,5,106
77,1,3,544,6,HIT_MUD,false,0,2,7,8,0,2,719,1,5,103
78,1,3,550,6,USED_TWEET,false,0,2,8,8,1,2,870,0,5,115
79,1,4,555,6,TURNING_RIGHT,false,0,2,8,8,1,2,870,0,5,115
80,1,4,563,8,ACCELERATING,false,0,2,8,8,1,2,870,0,5,115
81,1,4,563,8,FIXED_CAR,false,0,0,8,8,1,2,870,0,5,115
82,1,4,571,8,USED_LIZARD,false,0,0,8,8,0,2,870,0,5,115
83,1,4,586,9,HIT_MUD,false,0,1,7,9,0,2,870,0,5,120
84,1,4,595,9,ACCELERATING,false,0,1,7,9,0,2,870,1,5,124
85,1,4,604,9,USED_TWEET,false,0,1,7,9,0,2,925,0,5,128
86,1,4,613,9,ACCELERATING,false,0,1,8,9,0,2,925,0,5,132
87,1,4,622,8,HIT_MUD,false,0,2,8,9,0,2,925,0,5,129
88,1,4,622,8,FIXED_CAR,false,0,0,8,9,0,2,925,0,5,129
89,1,4,631,9,ACCELERATING,false,0,0,8,9,0,2,925,0,5,129
90,1,4,640,9,ACCELERATING,false,0,0,8,9,0,2,925,0,5,129
91,1,3,648,9,TURNING_LEFT,false,0,0,8,9,0,2,925,0,5,129
92,1,3,657,9,ACCELERATING,false,0,0,8,9,0,2,925,0,5,129
93,1,2,665,9,TURNING_LEFT,false,0,0,8,9,0,2,925,0,5,129
94,1,1,673,9,TURNING_LEFT,false,0,0,8,10,0,2,925,0,5,133
95,1,1,682,9,ACCELERATING,false,0,0,9,10,0,2,925,0,5,137
96,1,1,691,9,ACCELERATING,false,0,0,9,11,0,2,925,0,5,141
97,1,2,699,9,TURNING_RIGHT,false,0,0,9,11,0,2,925,0,5,141
98,1,3,707,9,TURNING_RIGHT,false,0,0,9,11,0,2,925,0,5,141
99,1,3,716,9,ACCELERATING,false,0,0,9,11,0,2,925,0,6,145
100,1,3,725,9,ACCELERATING,false,0,0,9,11,0,2,925,0,7,149
101,1,3,734,9,ACCELERATING,false,0,0,9,11,0,2,925,0,7,149
102,1,3,743,9,ACCELERATING,false,0,0,9,11,0,2,925,0,7,149
103,1,3,752,9,ACCELERATING,false,0,0,9,12,0,2,925,1,8,161
104,1,3,761,9,USED_TWEET,false,0,0,9,12,0,2,1096,0,8,165
105,1,3,770,9,ACCELERATING,false,0,0,9,12,0,2,1096,0,8,165
106,1,2,778,9,TURNING_LEFT,false,0,0,10,12,0,2,1096,0,8,169
107,1,1,786,9,TURNING_LEFT,false,0,0,10,12,0,2,1096,0,8,169
108,1,1,801,9,HIT_MUD,false,0,1,9,12,0,2,1096,0,8,170
109,1,1,810,9,ACCELERATING,false,0,1,9,12,0,2,1096,0,8,170
110,1,1,819,9,ACCELERATING,false,0,1,9,12,0,2,1096,0,8,170
111,1,2,827,8,HIT_OIL,false,0,2,9,12,0,2,1096,0,8,166
112,1,2,827,8,FIXED_CAR,false,0,0,9,12,0,2,1096,0,8,166
113,1,2,836,9,ACCELERATING,false,0,0,9,12,0,2,1096,0,8,166
114,1,3,844,9,TURNING_RIGHT,false,0,0,9,12,0,2,1096,0,8,166
115,1,3,853,9,ACCELERATING,false,0,0,9,12,0,2,1096,0,8,166
116,1,3,862,9,ACCELERATING,false,0,0,9,12,1,2,1096,0,8,170
117,1,3,871,9,ACCELERATING,false,0,0,9,12,1,2,1096,0,8,170
118,1,3,880,9,ACCELERATING,false,0,0,9,12,2,2,1096,0,8,174
119,1,3,889,9,USED_LIZARD,false,0,0,9,12,1,2,1096,0,8,174
120,1,4,897,9,TURNING_RIGHT,false,0,0,9,12,1,2,1096,0,8,174
121,1,4,906,9,ACCELERATING,false,0,0,9,12,1,2,1096,0,8,174
122,1,4,915,9,USED_LIZARD,false,0,0,9,12,0,2,1096,0,8,174
123,1,3,923,9,TURNING_LEFT,false,0,0,9,12,0,2,1096,0,8,174
124,1,2,931,9,TURNING_LEFT,false,0,0,9,12,0,2,1096,0,8,174
125,1,2,940,9,ACCELERATING,false,0,0,9,12,0,2,1096,0,8,174
126,1,3,948,9,TURNING_RIGHT,false,0,0,9,12,0,2,1096,0,9,178
127,1,3,957,9,ACCELERATING,false,0,0,9,13,0,2,1096,0,9,182
128,1,4,965,9,TURNING_RIGHT,false,0,0,10,13,1,2,1096,0,9,190
129,1,4,974,9,USED_LIZARD,false,0,0,10,13,0,2,1096,0,9,190
130,1,4,983,9,ACCELERATING,false,0,0,10,13,0,2,1096,0,9,190
131,1,3,991,9,TURNING_LEFT,false,0,0,10,13,0,2,1096,0,9,190
132,1,4,999,9,TURNING_RIGHT,false,0,0,10,13,0,2,1096,0,9,190
133,1,4,1008,9,ACCELERATING,false,0,0,10,13,0,2,1096,0,9,190
134,1,4,1023,9,HIT_MUD,false,0,1,9,13,0,2,1096,0,9,191
135,1,3,1031,8,HIT_MUD,false,0,2,9,13,0,2,1096,0,10,192
136,1,3,1031,8,FIXED_CAR,false,0,0,9,13,0,2,1096,0,10,192
137,1,2,1038,8,TURNING_LEFT,false,0,0,9,14,0,2,1096,0,10,196
138,1,2,1047,9,ACCELERATING,false,0,0,9,14,0,2,1096,0,10,196
139,1,3,1055,8,HIT_MUD,false,0,1,9,15,0,2,1096,0,10,197
140,1,4,1062,8,TURNING_RIGHT,false,0,1,10,15,0,2,1096,0,10,201
141,1,4,1071,9,ACCELERATING,false,0,1,10,15,0,2,1096,0,10,201
142,1,4,1080,9,ACCELERATING,false,0,1,10,15,1,2,1096,0,10,205
143,1,4,1089,9,ACCELERATING,false,0,1,11,15,1,2,1096,0,10,209
144,1,4,1098,9,ACCELERATING,false,0,1,11,15,1,2,1096,0,10,209
145,1,4,1107,9,ACCELERATING,false,0,1,11,15,1,2,1096,0,10,209
146,1,4,1116,9,ACCELERATING,false,0,1,11,15,1,2,1096,1,10,213
