Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
134,2,4,446,3,ACCELERATING,false,0,4,0,5,1,,,6,8,-5
135,2,4,449,3,ACCELERATING,false,0,4,0,5,1,,,6,8,-5
136,2,4,452,3,ACCELERATING,false,0,4,0,5,1,,,7,8,-1
137,2,4,452,0,HIT_CYBER_TRUCK,false,0,5,0,5,1,,,7,8,-8
138,2,4,452,0,FIXED_CAR,false,0,3,0,5,1,,,7,8,-8
139,2,4,455,3,ACCELERATING,false,0,3,0,5,1,,,7,8,-8
140,2,4,461,3,HIT_MUD,false,0,4,0,5,1,,,7,8,-11
141,2,4,464,3,ACCELERATING,false,0,4,0,5,1,,,7,8,-11
142,2,4,467,3,ACCELERATING,false,0,4,0,5,1,,,7,8,-11
143,2,4,470,3,ACCELERATING,false,0,4,0,5,1,,,7,8,-11
144,2,4,473,3,ACCELERATING,false,0,4,0,5,1,,,7,8,-11
145,2,4,476,3,ACCELERATING,false,0,4,0,5,1,,,7,8,-11
146,2,4,479,3,ACCELERATING,false,0,4,0,5,1,,,7,8,-11
147,2,4,482,3,ACCELERATING,false,0,4,0,5,1,,,7,8,-11
148,2,4,485,3,ACCELERATING,false,0,4,0,6,1,,,7,8,-7
149,2,4,488,3,ACCELERATING,false,0,4,0,6,1,,,7,8,-7
150,2,4,488,0,HIT_CYBER_TRUCK,false,0,5,0,6,1,,,7,8,-14
151,2,4,488,0,FIXED_CAR,false,0,3,0,6,1,,,7,8,-14
152,2,4,491,3,ACCELERATING,false,0,3,1,6,1,,,7,8,-10
153,2,4,497,3,HIT_MUD,false,0,4,1,6,1,,,7,8,-13
154,2,4,500,3,ACCELERATING,false,0,4,1,6,1,,,8,8,-9
155,2,4,503,3,ACCELERATING,false,0,4,1,6,1,,,8,8,-9
156,2,4,506,3,ACCELERATING,false,0,4,1,6,1,,,8,8,-9
157,2,4,509,0,HIT_MUD,false,0,5,1,6,1,,,8,8,-12
158,2,4,509,0,FIXED_CAR,false,0,3,1,6,1,,,8,8,-12
159,2,4,509,0,HIT_CYBER_TRUCK,false,0,5,1,6,1,,,8,8,-19
160,2,4,509,0,FIXED_CAR,false,0,3,1,6,1,,,8,8,-19
161,2,4,512,3,HIT_MUD,false,0,4,1,6,1,,,8,9,-18
162,2,4,515,3,ACCELERATING,false,0,4,1,6,2,,,8,9,-14
163,2,4,518,0,HIT_WALL,false,0,5,1,6,2,,,8,9,-19
164,2,4,518,0,FIXED_CAR,false,0,3,1,6,2,,,8,9,-19
165,2,4,518,0,HIT_CYBER_TRUCK,false,0,5,1,6,2,,,8,9,-26
166,2,4,518,0,FIXED_CAR,false,0,3,1,6,2,,,8,9,-26
167,2,4,521,3,ACCELERATING,false,0,3,1,6,2,,,8,9,-26
168,2,4,527,6,ACCELERATING,false,0,3,1,6,2,,,8,9,-26
169,2,4,533,6,USED_LIZARD,false,0,3,1,6,1,,,8,9,-26
170,2,4,539,6,USED_BOOST,true,5,3,0,6,1,,,8,9,-22
171,2,4,545,6,ACCELERATING,true,4,3,0,6,1,,,8,9,-22
172,2,4,551,6,ACCELERATING,true,3,3,0,6,1,,,8,9,-22
173,2,4,557,6,ACCELERATING,true,2,3,0,6,1,,,8,9,-22
174,2,4,563,6,ACCELERATING,true,1,3,0,6,1,,,8,10,-18
175,2,4,569,6,ACCELERATING,false,0,3,0,6,1,,,8,10,-18
176,2,4,575,6,USED_LIZARD,false,0,3,0,6,0,,,8,10,-18
177,2,4,581,0,HIT_MUD,false,0,5,0,6,0,,,8,10,-24
178,2,4,581,0,FIXED_CAR,false,0,3,0,6,0,,,8,10,-24
179,2,4,584,3,ACCELERATING,false,0,3,0,6,0,,,8,10,-24
180,2,4,590,6,ACCELERATING,false,0,3,0,6,0,,,8,10,-24
181,2,4,596,6,ACCELERATING,false,0,3,1,6,0,,,8,10,-20
182,2,4,602,0,HIT_WALL,false,0,5,0,6,0,,,8,10,-21
183,2,4,602,0,FIXED_CAR,false,0,3,0,6,0,,,8,10,-21
184,2,4,605,3,ACCELERATING,false,0,3,0,7,0,,,8,10,-17
185,2,4,611,3,HIT_MUD,false,0,4,0,8,0,,,8,11,-12
186,2,4,614,3,ACCELERATING,false,0,4,0,8,0,,,8,11,-12
187,2,4,617,3,ACCELERATING,false,0,4,0,8,0,,,8,11,-12
188,2,4,620,3,ACCELERATING,false,0,4,0,8,1,,,8,11,-8
189,2,4,623,0,HIT_MUD,false,0,5,0,8,1,,,8,11,-11
190,2,4,623,0,FIXED_CAR,false,0,3,0,8,1,,,8,11,-11
191,2,4,626,3,ACCELERATING,false,0,3,0,8,1,,,8,11,-11
192,2,4,632,6,ACCELERATING,false,0,3,0,8,1,,,8,11,-11
193,2,4,638,6,ACCELERATING,false,0,3,0,8,1,,,8,11,-11
194,2,4,644,0,HIT_WALL,false,0,5,0,8,1,,,8,11,-16
195,2,4,644,0,FIXED_CAR,false,0,3,0,8,1,,,8,11,-16
196,2,4,647,3,ACCELERATING,false,0,3,0,8,1,,,8,11,-16
197,2,4,653,6,ACCELERATING,false,0,3,0,8,1,,,8,11,-16
198,2,4,659,6,ACCELERATING,false,0,3,0,8,1,,,8,11,-16
199,2,4,665,6,ACCELERATING,false,0,3,0,8,2,,,8,11,-12
200,2,4,671,6,USED_LIZARD,false,0,3,0,8,1,,,8,11,-12
201,2,4,677,6,USED_LIZARD,false,0,3,0,8,0,,,8,11,-12
202,2,4,683,6,ACCELERATING,false,0,3,1,8,0,,,8,11,-8
203,2,4,689,0,HIT_MUD,false,0,5,0,8,0,,,8,11,-10
204,2,4,689,0,FIXED_CAR,false,0,3,0,8,0,,,8,11,-10
205,2,4,692,3,ACCELERATING,false,0,3,0,8,0,,,8,11,-10
206,2,4,698,0,HIT_WALL,false,0,5,0,8,0,,,8,11,-15
207,2,4,698,0,FIXED_CAR,false,0,3,0,8,0,,,8,11,-15
208,2,4,701,3,ACCELERATING,false,0,3,0,8,0,,,9,11,-11
209,2,4,707,6,ACCELERATING,false,0,3,0,8,0,,,9,11,-11
210,2,4,713,6,ACCELERATING,false,0,3,1,8,0,,,9,11,-7
211,2,4,719,6,USED_BOOST,true,5,3,0,8,0,,,9,11,-3
212,2,4,725,6,ACCELERATING,true,4,3,0,8,0,,,9,11,-3
213,2,4,731,6,ACCELERATING,true,3,3,0,8,0,,,9,11,-3
214,2,4,737,6,ACCELERATING,true,2,3,0,8,0,,,9,11,-3
215,2,4,743,6,ACCELERATING,true,1,3,0,8,0,,,10,11,1
216,2,4,749,6,ACCELERATING,false,0,3,0,8,0,,,10,11,1
217,2,4,755,6,ACCELERATING,false,0,3,0,8,0,,,10,12,5
218,2,4,761,0,HIT_WALL,false,0,5,0,8,0,,,10,12,-3
219,2,4,761,0,FIXED_CAR,false,0,3,0,8,0,,,10,12,-3
220,2,4,764,3,HIT_MUD,false,0,4,0,8,0,,,10,12,-6
221,2,4,767,3,ACCELERATING,false,0,4,0,8,0,,,10,12,-6
222,2,4,770,3,ACCELERATING,false,0,4,0,8,0,,,10,12,-6
223,2,4,773,0,HIT_WALL,false,0,5,0,8,0,,,10,12,-11
224,2,4,773,0,FIXED_CAR,false,0,3,0,8,0,,,10,12,-11
225,2,4,776,3,ACCELERATING,false,0,3,0,8,0,,,10,12,-11
226,2,4,782,6,ACCELERATING,false,0,3,0,8,0,,,10,12,-11
227,2,4,788,0,HIT_MUD,false,0,5,0,8,0,,,10,13,-13
228,2,4,788,0,FIXED_CAR,false,0,3,0,8,0,,,10,13,-13
229,2,4,791,3,ACCELERATING,false,0,3,0,8,0,,,10,13,-13
230,2,4,797,6,ACCELERATING,false,0,3,0,8,0,,,10,13,-13
231,2,4,803,3,HIT_MUD,false,0,4,0,8,0,,,10,13,-16
232,2,4,803,0,HIT_CYBER_TRUCK,false,0,5,0,8,0,,,10,13,-23
233,2,4,803,0,FIXED_CAR,false,0,3,0,8,0,,,10,13,-23
234,2,4,806,3,HIT_MUD,false,0,4,0,8,0,,,10,13,-26
235,2,4,809,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-26
236,2,4,812,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-26
237,2,4,815,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-26
238,2,4,818,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-26
239,2,4,821,0,HIT_MUD,false,0,5,0,8,0,,,10,13,-29
240,2,4,821,0,FIXED_CAR,false,0,3,0,8,0,,,10,13,-29
241,2,4,824,3,ACCELERATING,false,0,3,0,8,0,,,10,13,-29
242,2,4,830,6,ACCELERATING,false,0,3,0,8,0,,,10,13,-29
243,2,4,836,6,ACCELERATING,false,0,3,0,8,0,,,10,13,-29
244,2,4,842,3,HIT_MUD,false,0,4,0,8,0,,,10,13,-32
245,2,4,845,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-32
246,2,4,848,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-32
247,2,4,851,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-32
248,2,4,854,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-32
249,2,4,857,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-32
250,2,4,860,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-32
251,2,4,863,3,ACCELERATING,false,0,4,0,8,0,,,10,13,-32
252,2,4,866,3,ACCELERATING,false,0,4,1,8,0,,,10,13,-28
